Unnamed: 0,gene_name,sample1
ENSG00000262791.1,RP11-961A15.1,0
ENSG00000262801.4,U91319.1,0
ENSG00000262803.1,RP11-160A9.3,0
ENSG00000262810.1,RP11-667K14.5,4577.036095
ENSG00000262814.5,MRPL12,808692.8209
ENSG00000262815.1,RP11-565F19.4,0
ENSG00000262818.1,RP11-636N17.1,0
ENSG00000262823.1,RP13-580F15.2,88238.68641
ENSG00000262831.1,RP11-498C9.2,0
ENSG00000262833.1,RP11-28G8.1,0
ENSG00000262837.1,RP11-304F15.7,2904.657522
ENSG00000262848.1,RP11-517A5.5,0
ENSG00000262855.1,RP11-46I8.4,1486.270023
ENSG00000262869.1,CTD-2545H1.1,0
ENSG00000262870.1,CYCSP40,0
ENSG00000262873.1,CTD-2561B21.11,6461.698016
ENSG00000262874.1,C19orf84,278.3546485
ENSG00000262877.4,RP11-1055B8.4,163427.9725
ENSG00000262879.4,RP11-156P1.3,17444.13995
ENSG00000262880.1,RP11-104H15.7,0
ENSG00000262881.1,RP11-669E14.4,0
ENSG00000262884.1,CTD-3060P21.1,632.803105
ENSG00000262885.1,CTD-2144E22.11,0
ENSG00000262888.1,RP11-462G12.2,2601.932664
ENSG00000262890.1,RP11-424M24.5,531.370945
ENSG00000262898.1,AC139099.4,0
ENSG00000262899.1,LA16c-360H6.3,0
ENSG00000262902.1,RP11-750B16.1,68955.79499
ENSG00000262903.1,RP11-235E17.6,71431.08962
ENSG00000262904.1,TMPOP2,3353.698387
ENSG00000262905.1,RP5-1029F21.2,1360.740461
ENSG00000262919.6,FAM58A,305227.4567
ENSG00000262920.4,RP11-1260E13.1,60603.34829
ENSG00000262921.1,RP11-141J13.3,8250.597653
ENSG00000262943.6,ALOX12P2,569.8025483
ENSG00000262950.1,RP11-189E14.5,0
ENSG00000262952.1,AC139099.6,464.0313091
ENSG00000262953.1,EIF4A1P9,0
ENSG00000262959.2,LA16c-321D4.1,2233.525932
ENSG00000262961.1,CTB-162E12.1,0
ENSG00000262962.1,KARSP3,267.8053034
ENSG00000262966.2,RP11-85B7.2,1207.201339
ENSG00000262967.1,RP11-294J22.6,0
ENSG00000262974.1,RP11-457I16.4,0
ENSG00000262979.1,CTD-2047H16.2,6784.94784
ENSG00000262980.1,OR52L2P,0
ENSG00000262983.1,AF001550.7,0
ENSG00000262990.1,CTC-281F24.2,0
ENSG00000262995.1,CTD-2194A8.2,0
ENSG00000262999.1,CTD-3088G3.6,176.7350488
ENSG00000263001.4,GTF2I,74435.81444
ENSG00000263002.6,ZNF234,49400.36347
ENSG00000263004.1,RP11-166P13.3,77258.22797
ENSG00000263006.5,ROCK1P1,23603.31657
ENSG00000263011.1,RP11-473M20.11,14670.7647
ENSG00000263013.1,RP11-876N24.5,21546.42703
ENSG00000263015.1,RP5-1029F21.3,0
ENSG00000263017.1,RP11-356I18.1,0
ENSG00000263020.4,CSNK2B-LY6G5B-562,293.3570112
ENSG00000263029.1,RP11-517A5.6,0
ENSG00000263033.2,RP11-396B14.2,2672.468468
ENSG00000263041.1,RP11-355F22.1,1274.617647
ENSG00000263045.1,RP11-28B23.1,2153.899339
ENSG00000263050.1,RP11-667K14.3,60916.94089
ENSG00000263051.1,RP11-565F19.3,0
ENSG00000263063.1,RP11-388C12.1,3139.704047
ENSG00000263064.2,RP11-291L22.7,74074.33128
ENSG00000263065.1,AF001548.6,0
ENSG00000263069.4,CTD-2047H16.4,12438.32254
ENSG00000263070.1,RP11-382B18.3,0
ENSG00000263072.4,ZNF213-AS1,85080.33883
ENSG00000263080.1,RP11-485G7.5,4617.397965
ENSG00000263081.1,AC004878.8,0
ENSG00000263082.1,CTD-2034I21.2,0
ENSG00000263089.1,RP11-166P13.4,5174.69159
ENSG00000263096.1,RP11-515O17.2,0
ENSG00000263098.1,RP11-567O16.1,975.2522429
ENSG00000263105.1,RP11-95P2.3,15199.2142
ENSG00000263107.1,RP11-1113L8.2,0
ENSG00000263110.1,RP11-189E14.3,0
ENSG00000263120.1,RP5-1107A17.4,170.9589034
ENSG00000263125.1,ARL2BPP8,0
ENSG00000263126.1,CTC-479C5.10,12267.90939
ENSG00000263142.4,LRRC37A17P,17463.81923
ENSG00000263146.2,RP11-849I19.1,0
ENSG00000263154.1,RP11-1055B8.2,9085.244579
ENSG00000263155.4,MYZAP,42306.75456
ENSG00000263159.1,RP11-462G12.4,0
ENSG00000263164.1,RP11-333E1.2,11323.10937
ENSG00000263165.1,RP11-810M2.2,0
ENSG00000263167.1,RP11-149I9.2,4450.598633
ENSG00000263171.1,RP11-542C16.1,0
ENSG00000263176.1,RP11-893F2.15,0
ENSG00000263177.1,RP11-433P17.2,423.9780803
ENSG00000263179.1,HNRNPCP4,0
ENSG00000263189.1,RP11-618P13.1,0
ENSG00000263196.1,CTD-2318B16.3,0
ENSG00000263198.1,RP11-517A5.4,0
ENSG00000263199.1,RP11-372K20.1,0
ENSG00000263201.1,CTC-479C5.6,0
ENSG00000263204.1,RP11-1437A8.7,0
ENSG00000263206.1,KYNUP3,0
ENSG00000263207.2,RP11-26L20.4,0
ENSG00000263212.2,LA16c-306E5.3,0
ENSG00000263214.1,ZNF205-AS1,8473.61521
ENSG00000263218.2,CTD-2561B21.7,0
ENSG00000263219.1,RYKP1,463.497326
ENSG00000263220.1,RP11-420A6.2,5506.746551
ENSG00000263232.2,ATP5A1P3,2405.449626
ENSG00000263234.1,CTD-2135D7.3,0
ENSG00000263235.1,RP11-461A8.4,18856.70301
ENSG00000263237.1,RP11-429K17.1,0
ENSG00000263241.1,RP11-109M19.4,0
ENSG00000263244.2,RP11-473I1.9,0
ENSG00000263252.1,RP11-146P2.1,0
ENSG00000263253.1,RP11-204E4.3,0
ENSG00000263257.1,RP11-65J21.4,694.4468557
ENSG00000263264.1,CTB-133G6.1,12409.11455
ENSG00000263266.2,RPS7P1,273339.0308
ENSG00000263271.1,RP11-1055B8.8,0
ENSG00000263272.1,CTC-524C5.2,81262.4654
ENSG00000263276.1,RP11-96D1.10,3598.622687
ENSG00000263277.2,RP11-293B20.3,0
ENSG00000263278.2,CH17-351M24.1,0
ENSG00000263279.1,RP11-109M19.1,0
ENSG00000263280.1,LA16c-325D7.2,9058.002466
ENSG00000263293.2,RP11-290H9.4,3389.446084
ENSG00000263300.1,RP5-1029F21.4,3370.53704
ENSG00000263301.1,RP11-104H15.8,0
ENSG00000263305.1,AP005530.2,0
ENSG00000263307.1,RP11-166B2.8,12900.40066
ENSG00000263311.1,RP11-498D10.8,3997.808202
ENSG00000263312.1,RP11-459C13.1,12472.21493
ENSG00000263316.1,RP11-530N7.3,1494.542398
ENSG00000263317.1,RP11-429O1.1,0
ENSG00000263321.1,RP11-388C12.5,13305.01784
ENSG00000263325.1,LA16c-325D7.1,41037.87834
ENSG00000263326.1,RP11-266L9.6,13704.02523
ENSG00000263327.5,TAPT1-AS1,36152.45593
ENSG00000263331.1,CTC-508F8.1,5967.098908
ENSG00000263335.1,AF001548.5,48179.32731
ENSG00000263337.1,RP11-1277H1.3,0
ENSG00000263338.1,RP11-235E17.3,719.2485291
ENSG00000263342.1,RP1-4G17.2,0
ENSG00000263343.1,RP11-388M20.7,2876.994117
ENSG00000263345.1,RP1-59D14.5,39168.15329
ENSG00000263351.1,MIR4329,0
ENSG00000263353.3,PPIAL4B,2441.085917
ENSG00000263354.1,MIR5011,0
ENSG00000263355.1,AKR1B10P2,0
ENSG00000263357.1,AL133167.1,0
ENSG00000263360.2,RN7SL134P,0
ENSG00000263361.1,MIR378H,0
ENSG00000263363.1,MIR5702,0
ENSG00000263365.1,AC123788.1,0
ENSG00000263366.2,LL22NC03-33B6.4,436.3804727
ENSG00000263368.1,RP11-720N19.1,2403.217042
ENSG00000263369.5,RP11-640N20.9,0
ENSG00000263370.1,RP11-68I3.5,2983.549454
ENSG00000263371.2,AP000673.1,0
ENSG00000263372.1,MIR548AO,0
ENSG00000263375.1,RP11-822E23.5,0
ENSG00000263377.1,AL121875.1,0
ENSG00000263378.1,AC019205.1,0
ENSG00000263381.1,MIR5584,0
ENSG00000263382.1,RP11-552O4.1,0
ENSG00000263383.2,AC005549.1,0
ENSG00000263384.1,AL354732.1,0
ENSG00000263388.1,CTC-297N7.10,0
ENSG00000263389.1,MIR3973,0
ENSG00000263390.1,MIR3119-2,0
ENSG00000263391.1,AL512428.1,0
ENSG00000263392.1,AC084262.2,0
ENSG00000263393.1,RP11-53I6.4,5826.823527
ENSG00000263394.1,RP11-160E2.19,0
ENSG00000263395.1,AC093844.1,0
ENSG00000263396.1,RP11-288C17.3,0
ENSG00000263397.1,MIR5196,0
ENSG00000263399.1,MIR3170,0
ENSG00000263400.5,TMEM220-AS1,17628.77461
ENSG00000263401.1,AC008674.1,0
ENSG00000263403.1,MIR4673,6826.7657
ENSG00000263404.1,AL158154.1,0
ENSG00000263405.1,PA2G4P3,0
ENSG00000263407.1,MIR4660,0
ENSG00000263409.1,MIR4747,0
ENSG00000263410.2,RN7SL460P,0
ENSG00000263412.1,RP5-890E16.2,10162.17492
ENSG00000263413.2,hsa-mir-4538,0
ENSG00000263414.1,MIR3187,0
ENSG00000263415.1,AC021760.1,0
ENSG00000263416.1,AC006145.1,0
ENSG00000263417.4,GTSCR1,0
ENSG00000263421.1,MIR4687,0
ENSG00000263422.1,AC005702.1,88414.94114
ENSG00000263424.1,CTD-2541J13.2,0
ENSG00000263425.1,AC131011.1,0
ENSG00000263426.2,RN7SL471P,0
ENSG00000263427.1,RP11-599B13.3,2337.209921
ENSG00000263429.3,LINC00675,495897.4204
ENSG00000263432.2,RN7SL689P,21698.54149
ENSG00000263433.1,RP11-260A9.1,0
ENSG00000263435.1,RP11-17M24.2,0
ENSG00000263436.1,MIR3158-1,0
ENSG00000263438.4,RP11-202D1.3,0
ENSG00000263439.1,MIR4753,0
ENSG00000263441.1,AC012181.1,0
ENSG00000263443.1,RP11-973F15.2,0
ENSG00000263445.1,MIR4450,0
ENSG00000263447.1,AC079117.3,0
ENSG00000263448.1,AL133410.1,0
ENSG00000263449.1,AC021887.1,0
ENSG00000263450.1,RP11-680N20.1,0
ENSG00000263453.1,MIR4532,0
ENSG00000263456.1,MIR5189,0
ENSG00000263457.1,AC079804.1,0
ENSG00000263458.1,MIR4455,0
ENSG00000263460.1,BOD1P1,0
ENSG00000263462.1,MIR4750,0
ENSG00000263463.1,MIR378I,0
ENSG00000263464.2,PPIAL4C,0
ENSG00000263465.3,SRSF8,405779.0212
ENSG00000263466.1,RP1-56K13.2,5530.148874
ENSG00000263468.1,MIR3130-1,0
ENSG00000263470.1,RP11-160O5.1,56413.34849
ENSG00000263473.2,AL035461.1,0
ENSG00000263475.2,AL353805.1,0
ENSG00000263476.1,MIR3156-1,0
ENSG00000263477.1,RP11-338L22.2,902.081022
ENSG00000263479.2,RN7SL509P,0
ENSG00000263481.1,AL603766.1,0
ENSG00000263482.3,ANTXRLP1,0
ENSG00000263483.1,MTATP6P3,0
ENSG00000263485.1,CTC-304I17.4,0
ENSG00000263489.1,CTC-264K15.6,0
ENSG00000263490.2,RN7SL155P,0
ENSG00000263494.1,AC004702.2,0
ENSG00000263497.2,AC241585.1,0
ENSG00000263499.1,RP11-118E18.4,570.5087483
ENSG00000263501.1,RP11-269G24.2,0
ENSG00000263502.1,AC134878.2,0
ENSG00000263503.1,RP11-707O23.5,0
ENSG00000263504.1,AC092104.1,0
ENSG00000263505.1,RP11-78F17.3,0
ENSG00000263506.1,MIR5193,0
ENSG00000263507.1,AL603650.1,0
ENSG00000263508.4,RP11-963H4.3,33304.73809
ENSG00000263509.1,AC078988.1,0
ENSG00000263510.1,MIR4497,0
ENSG00000263511.1,MIR5699,0
ENSG00000263512.1,MIR4311,0
ENSG00000263513.4,FAM72C,627.8708906
ENSG00000263514.1,MIR3668,0
ENSG00000263515.1,MIR548AN,0
ENSG00000263519.1,AL157871.1,0
ENSG00000263520.1,CTD-2535L24.3,5816.305795
ENSG00000263522.2,AC107613.1,0
ENSG00000263525.1,AC022909.1,0
ENSG00000263526.1,MIR378G,39295.5294
ENSG00000263527.1,MIR4526,0
ENSG00000263528.6,IKBKE,118145.7252
ENSG00000263529.2,RN7SL122P,0
ENSG00000263531.1,RP13-753N3.1,4362.229346
ENSG00000263533.1,MIR4463,0
ENSG00000263535.1,AK4P1,8454.135635
ENSG00000263537.2,RN7SL387P,0
ENSG00000263538.1,AC097103.1,0
ENSG00000263539.1,AC024475.1,4152.362642
ENSG00000263540.1,MIR5582,5923.223181
ENSG00000263542.1,AL157407.1,0
ENSG00000263546.2,AL390240.1,0
ENSG00000263547.1,RP11-1O2.1,0
ENSG00000263548.1,MIR5187,0
ENSG00000263551.4,RP11-78F17.1,0
ENSG00000263553.1,RP11-449D8.2,0
ENSG00000263554.1,MIR4788,0
ENSG00000263556.2,RN7SL383P,0
ENSG00000263558.2,RN7SL716P,0
ENSG00000263561.1,MIR4704,0
ENSG00000263563.4,UBBP4,98531.89874
ENSG00000263565.1,MIR4738,0
ENSG00000263566.1,AC096753.1,0
ENSG00000263567.1,RP11-805L22.3,0
ENSG00000263568.1,MIR3916,0
ENSG00000263570.1,AC074264.1,0
ENSG00000263571.1,CTC-304I17.5,0
ENSG00000263572.2,MIR7853,0
ENSG00000263573.1,MIR4270,0
ENSG00000263574.1,CTD-2532D12.4,2119.890402
ENSG00000263575.1,MIR4665,0
ENSG00000263576.1,AL121748.1,0
ENSG00000263577.1,AL160291.1,0
ENSG00000263578.1,AL359546.1,0
ENSG00000263581.1,MIR548X2,0
ENSG00000263583.1,MIR4522,0
ENSG00000263584.1,MIR4480,0
ENSG00000263585.1,RP11-498C9.13,0
ENSG00000263586.1,HID1-AS1,3459.453048
ENSG00000263588.1,RP11-595B24.2,19561.0196
ENSG00000263590.2,RP11-403I13.7,0
ENSG00000263592.1,AL035457.1,0
ENSG00000263593.1,MIR4804,0
ENSG00000263594.1,RP11-28O3.2,0
ENSG00000263595.2,RN7SL823P,0
ENSG00000263596.1,AC013477.1,3301.468658
ENSG00000263597.1,MIR3936,106187.2374
ENSG00000263600.1,MIR3915,0
ENSG00000263602.1,MIR3185,0
ENSG00000263603.1,CTD-2349P21.5,3153.75194
ENSG00000263604.1,RP11-19P22.3,0
ENSG00000263606.1,RP11-737O24.3,901.0719828
ENSG00000263608.2,RN7SL353P,1598.330065
ENSG00000263609.1,RP11-1109M24.16,0
ENSG00000263611.1,RP11-612A1.1,0
ENSG00000263612.1,AF186192.6,850.6423998
ENSG00000263613.1,RP11-321A17.5,0
ENSG00000263615.1,MIR4306,0
ENSG00000263616.2,RN7SL178P,1324.931501
ENSG00000263618.4,RP11-527H14.4,879.430516
ENSG00000263620.1,RP11-599B13.6,0
ENSG00000263622.1,RP11-389J22.3,0
ENSG00000263623.1,AC005701.1,0
ENSG00000263624.1,RP11-45M22.3,1963.180388
ENSG00000263626.1,AL392111.1,0
ENSG00000263627.1,PPP4R1-AS1,4250.96756
ENSG00000263628.1,MIR3155A,0
ENSG00000263629.1,MIR5586,0
ENSG00000263630.1,AP005271.1,0
ENSG00000263631.1,MIR378D1,0
ENSG00000263632.1,AC126177.1,0
ENSG00000263634.1,MIR3919,0
ENSG00000263635.1,RP11-805F19.2,0
ENSG00000263636.1,AC138304.1,0
ENSG00000263637.1,RP11-106E15.1,0
ENSG00000263639.4,MSMB,15554.48039
ENSG00000263640.1,AF235103.1,0
ENSG00000263641.1,MIR4777,0
ENSG00000263642.1,MIR4802,0
ENSG00000263643.1,MIR4515,0
ENSG00000263644.1,RP11-269G24.3,0
ENSG00000263645.1,AL079339.1,0
ENSG00000263647.1,RP11-927P21.5,0
ENSG00000263648.1,RP11-471L13.3,2376.278326
ENSG00000263649.1,MIR3135B,0
ENSG00000263651.1,AC139451.1,0
ENSG00000263652.1,MIR548AX,0
ENSG00000263653.1,AC233299.1,0
ENSG00000263655.1,RP11-25L3.3,0
ENSG00000263657.1,RP11-82O19.1,1398.538807
ENSG00000263658.1,AL356865.1,0
ENSG00000263660.1,AC087793.1,70252.18192
ENSG00000263663.1,AL161891.1,0
ENSG00000263666.1,SNORA70D,0
ENSG00000263667.1,RP3-416J7.4,0
ENSG00000263669.2,RN7SL470P,0
ENSG00000263670.1,MIR4457,0
ENSG00000263672.2,RN7SL750P,1692.34948
ENSG00000263674.1,RP11-443G13.2,6177.594729
ENSG00000263675.1,MIR5581,73842.84899
ENSG00000263676.1,MIR4632,0
ENSG00000263677.1,RP11-17A19.2,0
ENSG00000263678.1,AC072031.1,0
ENSG00000263680.2,RP11-57A1.1,7736.454767
ENSG00000263681.1,MIR3197,38622.66074
ENSG00000263682.1,RP11-93H10.1,0
ENSG00000263683.1,RP4-777O23.1,0
ENSG00000263684.1,RP11-628O18.1,0
ENSG00000263685.1,AC010884.2,0
ENSG00000263686.1,AL391375.1,0
ENSG00000263688.1,RP11-386P4.1,0
ENSG00000263689.1,AC128653.1,0
ENSG00000263690.1,AC011591.1,0
ENSG00000263691.1,AL355885.1,0
ENSG00000263692.1,AC091320.1,0
ENSG00000263693.1,MIR3161,0
ENSG00000263697.1,MIR3621,0
ENSG00000263698.1,RP11-408H20.3,775.3208399
ENSG00000263705.1,MIR5689,0
ENSG00000263707.1,RP11-597M12.1,0
ENSG00000263708.2,RP11-85B7.4,0
ENSG00000263709.1,RP11-321A17.4,1246.994354
ENSG00000263711.4,RP11-169F17.1,0
ENSG00000263712.1,MIR4639,17512.1381
ENSG00000263713.1,AC235953.1,0
ENSG00000263715.5,RP11-105N13.4,0
ENSG00000263716.1,SLC25A51P2,0
ENSG00000263717.1,RP11-466A19.6,958.9980388
ENSG00000263718.2,RP11-285E9.6,10457.9163
ENSG00000263719.1,MIR4523,0
ENSG00000263720.1,RP11-389J22.1,508.5595661
ENSG00000263721.1,MIR4444-1,0
ENSG00000263723.1,SNORD39,0
ENSG00000263724.1,DLGAP1-AS3,0
ENSG00000263725.1,FTLP13,0
ENSG00000263727.1,RP11-806L2.5,7514.536872
ENSG00000263729.1,RP11-746M1.8,0
ENSG00000263730.1,MIR3937,0
ENSG00000263731.1,RP11-498C9.15,62023.78815
ENSG00000263733.1,RP11-47G4.1,0
ENSG00000263734.1,MIR4643,0
ENSG00000263735.1,MIR4662B,0
ENSG00000263738.2,AC079233.1,0
ENSG00000263740.2,RN7SL4P,15018.88454
ENSG00000263741.1,MIR548AS,0
ENSG00000263742.1,MIR3165,0
ENSG00000263743.1,AC017028.1,0
ENSG00000263744.1,MIR3664,0
ENSG00000263745.4,RP11-161I6.2,3617.139988
ENSG00000263746.1,MIR4277,0
ENSG00000263748.1,EXOGP1,0
ENSG00000263749.1,OOSP1P2,0
ENSG00000263750.1,MIR548AV,0
ENSG00000263751.1,AC246787.1,5163.835594
ENSG00000263752.1,MIR3133,5163.835594
ENSG00000263753.5,LINC00667,171114.5448
ENSG00000263755.2,RN7SL498P,1351.607974
ENSG00000263756.1,XXbac-BPG181M17.6,0
ENSG00000263757.1,AC027288.1,0
ENSG00000263759.1,AC122714.1,0
ENSG00000263761.2,GDF2,0
ENSG00000263762.1,MIR4286,0
ENSG00000263763.1,MIR3686,0
ENSG00000263764.1,SNORD43,0
ENSG00000263765.4,RP11-746B8.1,1382.537218
ENSG00000263766.4,RP11-580I16.2,9404.666758
ENSG00000263767.1,AC083906.1,0
ENSG00000263768.1,AC060226.1,0
ENSG00000263772.1,RP11-549B18.3,0
ENSG00000263774.1,AC017104.1,0
ENSG00000263775.1,AC080008.1,0
ENSG00000263776.1,SNORA4,0
ENSG00000263780.1,AC005621.1,0
ENSG00000263781.3,RP11-321A17.3,2549.235293
ENSG00000263782.1,AC117481.1,0
ENSG00000263783.1,MIR5590,7458.873635
ENSG00000263785.1,MIR3182,0
ENSG00000263786.1,RP11-649A18.4,14605.66051
ENSG00000263787.1,RP11-456D7.1,5276.583096
ENSG00000263788.1,CTD-2008P7.7,0
ENSG00000263790.1,MIR4473,0
ENSG00000263793.1,MIR3115,5923.223181
ENSG00000263794.2,RN7SL457P,0
ENSG00000263795.1,MIR5100,0
ENSG00000263797.1,RP11-146G7.2,0
ENSG00000263798.1,RP11-6N17.9,0
ENSG00000263800.1,MIR5684,0
ENSG00000263802.1,AL121655.1,0
ENSG00000263805.1,AL450244.1,0
ENSG00000263808.1,AC093376.1,0
ENSG00000263809.1,RP11-849F2.7,521.9036946
ENSG00000263810.1,AC055723.1,0
ENSG00000263811.1,MIR3675,0
ENSG00000263812.4,LINC00908,265.3354258
ENSG00000263813.1,MIR3679,0
ENSG00000263814.1,AC093786.1,0
ENSG00000263815.2,RN7SL426P,0
ENSG00000263816.1,MIR548AW,0
ENSG00000263818.4,CTD-2206N4.4,1448.498596
ENSG00000263820.1,AC005702.2,0
ENSG00000263821.1,RP11-527H14.1,1463.321258
ENSG00000263823.1,RP11-326K13.4,15021.47371
ENSG00000263825.1,AC243772.1,0
ENSG00000263826.1,RP11-573D15.9,20306.78347
ENSG00000263827.1,AP005118.1,0
ENSG00000263828.1,MIR4439,0
ENSG00000263829.1,FAM60BP,1224.252816
ENSG00000263831.1,MIR378E,0
ENSG00000263834.1,MIR4635,20393.88235
ENSG00000263835.4,BX649553.1,0
ENSG00000263838.1,MIR4698,0
ENSG00000263840.1,AC011431.2,0
ENSG00000263841.2,RN7SL44P,4001.117646
ENSG00000263842.1,AC104986.1,6826.7657
ENSG00000263843.1,RP11-649A18.12,12113.65944
ENSG00000263845.2,AL109800.1,0
ENSG00000263846.1,CIAPIN1P,432.6306942
ENSG00000263847.1,RP11-143J12.3,16288.86375
ENSG00000263848.1,AC108057.1,0
ENSG00000263849.1,MIR4744,4911.941175
ENSG00000263853.1,AC139530.1,28100.87277
ENSG00000263855.1,AC105081.1,0
ENSG00000263856.1,AL121756.1,0
ENSG00000263857.1,MIR4729,0
ENSG00000263858.1,MIR4769,0
ENSG00000263859.1,RP11-498C9.16,0
ENSG00000263860.1,RP11-218M11.3,0
ENSG00000263861.1,MIR3927,0
ENSG00000263862.1,LINC01543,895.0648363
ENSG00000263863.1,AC007948.1,0
ENSG00000263868.1,AL139319.1,0
ENSG00000263870.1,CTD-2350C19.5,0
ENSG00000263872.1,MIR4528,0
ENSG00000263873.1,RP11-334E6.12,0
ENSG00000263874.1,LINC00672,16519.90702
ENSG00000263878.1,DLGAP1-AS4,0
ENSG00000263881.1,MIR4436B1,0
ENSG00000263882.2,RN7SL774P,1388.893711
ENSG00000263883.1,EEF1DP7,0
ENSG00000263884.1,RP11-705O1.8,5859.293508
ENSG00000263885.1,MIR3920,0
ENSG00000263886.1,AL953885.1,0
ENSG00000263887.5,RP11-51L5.5,0
ENSG00000263890.1,MIR4303,0
ENSG00000263891.1,AC092634.1,0
ENSG00000263892.2,AL357874.1,0
ENSG00000263893.2,CTD-3010D24.3,16763.58777
ENSG00000263894.1,MIR3925,0
ENSG00000263895.1,RP11-110H1.9,1213.19029
ENSG00000263897.1,MIR4669,0
ENSG00000263898.1,MIR4793,23148.22852
ENSG00000263900.1,AC006483.1,0
ENSG00000263903.1,AL035250.1,0
ENSG00000263904.1,RP11-344B2.3,0
ENSG00000263905.2,RN7SL555P,0
ENSG00000263907.1,AL354833.1,0
ENSG00000263908.1,MIR3116-1,5442.961842
ENSG00000263909.1,MIR5000,0
ENSG00000263913.1,AC004812.1,0
ENSG00000263914.1,RP11-846F4.5,387.6604199
ENSG00000263916.1,RP11-110H1.4,10840.8474
ENSG00000263917.1,RP11-53I6.2,0
ENSG00000263918.1,MIR3670-1,0
ENSG00000263921.1,AC013737.1,0
ENSG00000263923.1,RP11-571L19.7,0
ENSG00000263924.1,RP11-210K20.2,3472.234279
ENSG00000263926.1,MIR4462,0
ENSG00000263927.1,AC099759.1,0
ENSG00000263928.1,AL354833.2,0
ENSG00000263931.1,RP11-180P8.1,0
ENSG00000263932.1,MIR4448,0
ENSG00000263933.1,AL365502.1,14050.43638
ENSG00000263934.3,SNORD3A,1152.443995
ENSG00000263935.1,TOMM20P3,0
ENSG00000263938.1,RP11-579O24.3,519.0453303
ENSG00000263940.2,RN7SL275P,2404.651799
ENSG00000263941.2,RN7SL32P,2866.755703
ENSG00000263944.2,RN7SL435P,0
ENSG00000263945.1,MIR548Y,0
ENSG00000263946.1,RP11-434D2.11,3270.196289
ENSG00000263948.1,MIR4785,0
ENSG00000263952.4,RP11-513M1.1,0
ENSG00000263954.1,AC004769.1,0
ENSG00000263955.2,RN7SL850P,0
ENSG00000263956.4,NBPF11,34879.98584
ENSG00000263957.1,AC105398.1,0
ENSG00000263958.1,RP11-676J15.1,0
ENSG00000263960.1,AC007773.1,9366.957589
ENSG00000263961.5,C1orf186,3623.540524
ENSG00000263963.1,MIR4461,0
ENSG00000263964.1,MIR4509-3,0
ENSG00000263967.1,MIR4290,0
ENSG00000263968.2,RN7SL381P,44603.06315
ENSG00000263969.2,RN7SL678P,0
ENSG00000263970.1,RP11-789C17.5,0
ENSG00000263972.1,MIR1587,0
ENSG00000263973.1,MIR4760,0
ENSG00000263974.2,RN7SL121P,0
ENSG00000263976.1,YWHAEP3,0
ENSG00000263978.1,MIR4499,0
ENSG00000263979.1,MIR4672,0
ENSG00000263980.4,BX649553.2,0
ENSG00000263981.1,MIR5705,0
ENSG00000263982.1,RP11-504I13.3,5060.039903
ENSG00000263984.1,AC092380.1,0
ENSG00000263985.1,AC116407.1,4683.478794
ENSG00000263986.1,RP11-746M1.1,0
ENSG00000263987.1,MIR5698,0
ENSG00000263988.2,RN7SL147P,0
ENSG00000263989.2,RN7SL615P,0
ENSG00000263990.1,CTC-542B22.2,26411.74927
ENSG00000263993.2,RN7SL786P,0
ENSG00000263995.1,AC011499.1,16111.16705
ENSG00000263997.1,AC006130.1,0
ENSG00000263999.2,RN7SL42P,0
ENSG00000264000.1,RP11-286N3.2,0
ENSG00000264002.2,RN7SL52P,0
ENSG00000264004.1,MIR4717,0
ENSG00000264005.1,MIR4314,0
ENSG00000264006.5,AKR1C8P,181.2687562
ENSG00000264007.1,RP11-68I3.10,631.3153234
ENSG00000264009.1,AP001631.1,0
ENSG00000264010.1,MIR4429,0
ENSG00000264012.1,RP11-627G18.2,25804.79403
ENSG00000264013.1,MIR3938,0
ENSG00000264014.1,MIR4253,0
ENSG00000264015.1,RP11-176N18.2,716.6889258
ENSG00000264016.2,CTC-297N7.9,10700.82828
ENSG00000264017.2,RN7SL336P,8136.953057
ENSG00000264019.1,RP11-6N17.6,0
ENSG00000264021.1,MIR3917,0
ENSG00000264022.1,AC239859.1,0
ENSG00000264023.1,RP11-728E14.2,0
ENSG00000264024.1,AL901608.1,0
ENSG00000264026.1,RP11-1124B17.1,659.2130545
ENSG00000264028.2,RN7SL744P,1508.536241
ENSG00000264029.1,CTD-2008P7.5,0
ENSG00000264030.2,RN7SL66P,0
ENSG00000264031.1,ABHD15-AS1,0
ENSG00000264032.1,MIR4491,0
ENSG00000264034.1,AC010139.1,0
ENSG00000264036.2,RN7SL198P,0
ENSG00000264037.1,MIR4472-2,0
ENSG00000264038.1,AC091132.2,0
ENSG00000264039.1,AC114296.1,0
ENSG00000264040.1,RP11-29O13.1,0
ENSG00000264041.2,RN7SL670P,0
ENSG00000264042.1,AL354833.3,0
ENSG00000264044.1,RP11-192H23.7,2392.747582
ENSG00000264045.1,AC073127.1,0
ENSG00000264047.2,RN7SL455P,0
ENSG00000264048.1,AL121992.1,0
ENSG00000264049.1,MIR4737,0
ENSG00000264050.1,RP11-22N12.2,0
ENSG00000264052.1,MIR3655,0
ENSG00000264054.1,RPL31P9,0
ENSG00000264055.1,AP000261.1,0
ENSG00000264056.1,MIR5685,10196.94117
ENSG00000264057.1,RP11-583F2.1,15395.48505
ENSG00000264058.1,KRT222,0
ENSG00000264060.1,MIR4316,0
ENSG00000264061.1,FGF7P1,0
